epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,11207.7,0.61889,0.4631,0.86603,0.98238,0.96683,0.98736,0.91876,0.37154,0.24629,0.80162,0.00505,0.00505,0.00505
52,11482.9,0.60948,0.46002,0.86359,0.98277,0.9674,0.98757,0.91931,0.37066,0.24557,0.80138,0.004951,0.004951,0.004951
53,11758.2,0.61417,0.45764,0.86393,0.98348,0.96732,0.98773,0.91937,0.37027,0.24495,0.80104,0.004852,0.004852,0.004852
54,12036.6,0.60478,0.44989,0.8626,0.98458,0.96573,0.98781,0.91966,0.3696,0.24393,0.80084,0.004753,0.004753,0.004753
55,12398.5,0.61232,0.45664,0.86286,0.9845,0.96624,0.98794,0.92006,0.36891,0.24331,0.8007,0.004654,0.004654,0.004654
56,12772.7,0.60592,0.45168,0.86217,0.98514,0.96641,0.98803,0.92066,0.36829,0.24267,0.80046,0.004555,0.004555,0.004555
57,13024,0.60465,0.44884,0.86088,0.98505,0.96806,0.98824,0.92125,0.36751,0.24173,0.8002,0.004456,0.004456,0.004456
58,13244.1,0.59841,0.4423,0.85993,0.98489,0.96785,0.98827,0.92156,0.36684,0.24096,0.80002,0.004357,0.004357,0.004357
59,13465,0.59839,0.44207,0.85948,0.98591,0.96735,0.98832,0.92191,0.36643,0.24048,0.79983,0.004258,0.004258,0.004258
60,13679.9,0.59294,0.43865,0.85824,0.98449,0.96833,0.98847,0.92201,0.36607,0.2398,0.79969,0.004159,0.004159,0.004159
61,13917.4,0.5959,0.43992,0.85898,0.98529,0.96842,0.98856,0.9219,0.3657,0.23915,0.79952,0.00406,0.00406,0.00406
62,14149.7,0.59407,0.43566,0.85882,0.98437,0.96925,0.98859,0.92199,0.36525,0.23864,0.79939,0.003961,0.003961,0.003961
63,14366.6,0.59386,0.43531,0.85725,0.98482,0.96893,0.98861,0.9222,0.36488,0.23829,0.79926,0.003862,0.003862,0.003862
64,14580.8,0.59344,0.43363,0.85757,0.9851,0.96876,0.98861,0.92229,0.36458,0.23819,0.79919,0.003763,0.003763,0.003763
65,14803.4,0.58521,0.42645,0.8572,0.98527,0.96904,0.98866,0.92288,0.36423,0.23774,0.79917,0.003664,0.003664,0.003664
66,15020.5,0.58736,0.43035,0.85688,0.98495,0.96901,0.98873,0.92288,0.36386,0.2372,0.79907,0.003565,0.003565,0.003565
67,15241.5,0.58175,0.42205,0.85491,0.98383,0.97043,0.98876,0.92308,0.36335,0.23659,0.79894,0.003466,0.003466,0.003466
68,15455.6,0.58085,0.42732,0.85537,0.98546,0.96864,0.98878,0.92312,0.36288,0.23597,0.79887,0.003367,0.003367,0.003367
69,15673.8,0.58261,0.42483,0.85523,0.98531,0.96939,0.98881,0.92321,0.36261,0.23568,0.79875,0.003268,0.003268,0.003268
70,15894.2,0.57712,0.42186,0.85496,0.98583,0.96908,0.98889,0.92332,0.36216,0.23507,0.79866,0.003169,0.003169,0.003169
71,16109.6,0.57369,0.41796,0.85347,0.98625,0.969,0.9889,0.92356,0.3616,0.23501,0.79856,0.00307,0.00307,0.00307
72,16328.4,0.5726,0.41568,0.85229,0.98587,0.96924,0.98892,0.92372,0.36126,0.23458,0.79851,0.002971,0.002971,0.002971
73,16542.6,0.57179,0.41287,0.85252,0.98613,0.96917,0.98898,0.92382,0.36098,0.23429,0.7984,0.002872,0.002872,0.002872
74,16758.5,0.57207,0.41248,0.85193,0.98615,0.96927,0.98911,0.92419,0.36063,0.23387,0.79828,0.002773,0.002773,0.002773
75,16967,0.56745,0.40756,0.85198,0.98624,0.96903,0.98912,0.92421,0.36035,0.23367,0.7982,0.002674,0.002674,0.002674
76,17177.7,0.56615,0.40904,0.8501,0.98704,0.96859,0.98912,0.92444,0.36009,0.23338,0.7981,0.002575,0.002575,0.002575
77,17385.8,0.56265,0.40479,0.84898,0.98704,0.96896,0.98916,0.92456,0.35984,0.23308,0.79799,0.002476,0.002476,0.002476
78,17596.1,0.56408,0.40557,0.84964,0.98759,0.96832,0.98917,0.92471,0.35957,0.23277,0.79789,0.002377,0.002377,0.002377
79,17803.3,0.55978,0.40128,0.8483,0.98774,0.96864,0.98919,0.92476,0.35927,0.23244,0.7978,0.002278,0.002278,0.002278
80,18010.9,0.55583,0.39819,0.84803,0.98758,0.96902,0.9892,0.92496,0.3591,0.23223,0.79774,0.002179,0.002179,0.002179
81,18220.1,0.55396,0.39495,0.84777,0.98763,0.96901,0.98922,0.92506,0.35888,0.23199,0.79766,0.00208,0.00208,0.00208
82,18426.8,0.55074,0.39348,0.84707,0.98829,0.96849,0.98925,0.92515,0.35871,0.23165,0.79757,0.001981,0.001981,0.001981
83,18634.5,0.55384,0.39293,0.84763,0.98826,0.96839,0.98927,0.92538,0.35851,0.23133,0.7975,0.001882,0.001882,0.001882
84,18842.2,0.54792,0.38887,0.84704,0.98729,0.96941,0.9893,0.92563,0.35817,0.23107,0.79743,0.001783,0.001783,0.001783
85,19049.2,0.54503,0.38498,0.84607,0.98786,0.969,0.98933,0.92542,0.35792,0.23089,0.79737,0.001684,0.001684,0.001684
86,19257.4,0.5425,0.38273,0.84596,0.98774,0.96895,0.98936,0.9255,0.35776,0.23075,0.7973,0.001585,0.001585,0.001585
87,19465,0.54337,0.38231,0.84419,0.98791,0.96908,0.98939,0.92554,0.35755,0.23067,0.79723,0.001486,0.001486,0.001486
88,19671.3,0.5375,0.37757,0.84494,0.9877,0.96913,0.98943,0.92585,0.35722,0.23029,0.79716,0.001387,0.001387,0.001387
89,19880.7,0.53777,0.37751,0.84416,0.98712,0.96928,0.98945,0.92589,0.357,0.23012,0.79706,0.001288,0.001288,0.001288
90,20090.3,0.53493,0.37434,0.8441,0.9874,0.96966,0.98949,0.92614,0.35668,0.22988,0.79698,0.001189,0.001189,0.001189
91,20301.1,0.47846,0.32316,0.81606,0.9873,0.96978,0.98949,0.92635,0.35643,0.22956,0.7969,0.00109,0.00109,0.00109
92,20507.4,0.47575,0.32018,0.81687,0.98694,0.97011,0.9895,0.92666,0.35617,0.22937,0.79681,0.000991,0.000991,0.000991
93,20718.5,0.47428,0.31493,0.8175,0.98654,0.97033,0.98951,0.92634,0.3561,0.22917,0.79676,0.000892,0.000892,0.000892
94,20937.7,0.46822,0.3126,0.81487,0.98618,0.97095,0.9896,0.92664,0.3559,0.22889,0.79668,0.000793,0.000793,0.000793
95,21160.4,0.46507,0.30974,0.81457,0.98622,0.97134,0.98964,0.9267,0.35573,0.22853,0.79662,0.000694,0.000694,0.000694
96,21382.8,0.45904,0.30355,0.81462,0.98584,0.97171,0.98968,0.92693,0.35542,0.22826,0.79654,0.000595,0.000595,0.000595
97,21597.1,0.46017,0.30305,0.81424,0.98538,0.97197,0.9897,0.92699,0.35525,0.22802,0.79648,0.000496,0.000496,0.000496
98,21814.9,0.45603,0.30056,0.81291,0.98538,0.97206,0.98973,0.92714,0.35507,0.22774,0.7964,0.000397,0.000397,0.000397
99,22028.7,0.4534,0.29641,0.81242,0.98636,0.97142,0.98975,0.92732,0.35492,0.2274,0.79633,0.000298,0.000298,0.000298
100,22241.2,0.45035,0.29366,0.81229,0.98657,0.97128,0.98978,0.92745,0.35474,0.22714,0.79628,0.000199,0.000199,0.000199
